Hotel Name,Author,Country,Review
Two Seasons Coron Island Resort,Edwin, United States of America,"Liked · Great beach area for swimming and snorkeling. Excellent staff and service.

Disliked · Resorts private tour food can be elevated for the price they charge. Only had 1 entree choice for each person and not impressive with the choices . Im comparing to the 3rd party tour company we went for our next tour . 3rd party tour company also had great tour guides and food is excellent with a variety of seafood ."
Two Seasons Coron Island Resort,Empalmado, United States of America,"Liked · The place and the food were of impeccable quality which reflects its prices. The room we stayed in is clean, organized, and nicely decorated (that rain shower brings back memories of when I played outside when it was raining). Hot and cold showers are also available. The staffs are very accommodating and they will always observe a kind attitude toward guests.

Disliked · Food prices were a bit pricey."
Two Seasons Coron Island Resort,Neranjana, United States of America,"Liked · It was beautiful, we even extended our stay by a day.

Disliked · The cost of excursions. They charged $200USD for a 10min boat ride"
Two Seasons Coron Island Resort,Neranjana, United States of America,"Liked · Stunning property, best part of our trip!

Disliked · The boat rides/excursions are highly overpriced. We paid $200USD for a 10min boat ride."
Nacpan Beach Resort,Jozef, Slovakia,"Liked · We loved accomodation, restaurant, staff and their food. The atmosphere is very nice there incl. dogs, we loved, Mr. Arthur, manager is doing his job excellent. Thank you Arthur, Jozef & Dana

Disliked · Nik-nik on the beach. Too many bites we were affected there. Bites problems insist more than month. We know very well, what we are writing about..."
Nacpan Beach Resort,Ann, United States of America,"Liked · Pool

Disliked · Dog around while eating"
Nacpan Beach Resort,Maksim, Estonia,"Liked · Very beautiful place with its own strip of beach.
Spacious room, high ceiling, comfy bed, fridge with free drinks.
Very friendly and smiley staff. Helped quickly and smoothly with all the concerns.
Nice restaurant with live music and great waiters. Pork bbq skewers are really amazing.

Disliked · Street dogs literally everywhere. Running laps in the garden, greeting you under your chair and tables in resto, rolling under your sunbeds on the beach etc. Its not hygienic and very sad that staff just ignores them instead of trying to get this under control.
Roads in the area are totally broken and after heavy rain are not safe for driving. Would be good if hotel management try to fix the road at least in front of the hotel before someone gets injurured upon arrival.
There is nothing else in the area, so after few days felt bored even though hotel and beach are really nice."
Nacpan Beach Resort,Tessie, Canada,"Liked · Lots of choices and great breakfast buffet: very helpful staff

Disliked · Late arrival of shuttle for pick up"
Nacpan Beach Resort,Amy, United Kingdom,"Liked · Breakfast was lovely, albeit a little limited. Location was perfect for the beach. The staff here were impeccable! Lee Ann in the restaraunt was wonderful, as were Alvin on reception and another lady whose name I didn't manage to catch. They were all so personal and remembered our names. We ended up staying longer due to a storm and they couldn't have been more helpful.

Disliked · The food is rather limited, if you were staying here for longer than a week, it would get a bit samey. And there are limited options for alternative food."
Nacpan Beach Resort,Lee, Singapore,"Liked · Staff were exceptionally attentive, arranging transport for us and even offering us a voucher for the resort's restaurant when we were stuck indoors on a rainy day. Room was clean and everything worked well. Had a wonderful, restful break here."
Nacpan Beach Resort,Tony, United States of America,"Liked · Staff are exceptionally courteous and helpful.

Disliked · Beds are too low especially for seniors and people with disabilities."
Nacpan Beach Resort,Claudia, Colombia,"Liked · Beautiful ?? beach close to the hotel. The staff was very friendly and helpful.

Disliked · A little far from the town, although the hotel staff was always willing to help with transportation."
Nacpan Beach Resort,Jesanie, Philippines,Liked · STAFF.Food.BEAAAACCHHHH
Nacpan Beach Resort,Omar, United Arab Emirates,"Liked · beautiful location and good f&b and best staff

Disliked · amenities could be improved"
